video_id,frame_id,bbox_area
3082007,1528,"[1329, 364, 48, 49]"
3082007,1529,"[1319, 353, 46, 46]"
3082007,1530,"[1288, 314, 48, 48]"
3082007,1531,"[1273, 291, 47, 46]"
3082007,1532,"[1261, 273, 44, 45]"
3082007,1533,"[1266, 267, 45, 43]"
3082007,1534,"[1266, 226, 43, 43]"
3082007,1535,"[1279, 193, 42, 43]"
3082007,1536,"[1248, 160, 41, 45]"
3082007,1537,"[1219, 162, 42, 44]"
3082007,1538,"[1185, 220, 41, 44]"
3082007,1539,"[1184, 244, 41, 43]"
3082007,1540,"[1153, 254, 40, 43]"
3082007,1541,"[1135, 260, 41, 42]"
3082007,1542,"[1121, 252, 41, 44]"
3082007,1543,"[1107, 251, 39, 44]"
3082007,1544,"[1106, 253, 39, 46]"
3082007,1545,"[1107, 260, 41, 45]"
3082007,1546,"[1089, 267, 42, 46]"
3082007,1547,"[1081, 261, 42, 45]"
3082007,1548,"[1077, 258, 45, 44]"
3082007,1549,"[1079, 257, 45, 45]"
3082007,1550,"[1079, 272, 44, 47]"
3082007,1551,"[1077, 273, 46, 46]"
3082007,1552,"[1088, 287, 45, 45]"
3082007,1553,"[1086, 307, 43, 42]"
3082007,1554,"[1094, 321, 41, 41]"
3082007,1555,"[1115, 334, 39, 42]"
3082007,1556,"[1124, 341, 39, 44]"
3082007,1557,"[1116, 347, 39, 45]"
3082007,1558,"[1108, 350, 39, 42]"
3082007,1559,"[1146, 322, 36, 45]"
3082007,1560,"[1151, 304, 38, 43]"
3082007,1561,"[1156, 295, 37, 46]"
3082007,1562,"[1140, 296, 37, 48]"
3082007,1563,"[1124, 311, 37, 50]"
3082007,1564,"[1122, 319, 37, 48]"
3082007,1565,"[1114, 308, 36, 51]"
3082007,1566,"[1110, 295, 36, 49]"
3082007,1567,"[1045, 270, 41, 64]"
3280302,0,"[594, 119, 438, 878]"
3280302,1,"[594, 119, 438, 878]"
3280302,2,"[594, 119, 438, 878]"
3280302,3,"[594, 119, 439, 878]"
3280302,4,"[594, 119, 438, 878]"
3280302,5,"[594, 119, 438, 878]"
3280302,6,"[594, 119, 439, 878]"
3280302,7,"[594, 119, 438, 878]"
3280302,8,"[594, 119, 438, 878]"
3280302,9,"[594, 119, 439, 878]"
3280302,10,"[594, 119, 438, 878]"
3280302,11,"[594, 119, 439, 878]"
3280302,12,"[594, 119, 438, 878]"
3280302,13,"[594, 119, 438, 878]"
3280302,14,"[594, 119, 438, 878]"
3280302,15,"[594, 119, 439, 878]"
3280302,16,"[594, 119, 439, 878]"
3280302,17,"[594, 119, 439, 878]"
3280302,18,"[594, 119, 439, 878]"
3280302,19,"[594, 119, 439, 878]"
3280302,20,"[594, 119, 438, 878]"
3280302,21,"[594, 119, 438, 878]"
3280302,22,"[594, 119, 438, 878]"
3280302,23,"[594, 119, 438, 878]"
3280302,24,"[594, 119, 438, 878]"
3280302,25,"[594, 119, 438, 878]"
3280302,26,"[594, 119, 438, 878]"
3280302,27,"[594, 119, 438, 878]"
3280302,28,"[594, 119, 438, 878]"
3280302,29,"[594, 119, 438, 878]"
3280302,30,"[594, 119, 438, 878]"
3280302,31,"[594, 119, 438, 878]"
3280302,32,"[594, 119, 438, 878]"
3280302,33,"[594, 119, 439, 878]"
3280302,34,"[594, 119, 439, 878]"
3280302,35,"[594, 119, 439, 878]"
3280302,36,"[594, 119, 439, 878]"
3280302,37,"[594, 119, 439, 878]"
3280302,38,"[594, 119, 439, 878]"
3280302,39,"[594, 119, 439, 878]"
3280302,40,"[594, 119, 439, 878]"
3280302,41,"[594, 119, 439, 878]"
3280302,42,"[594, 119, 439, 878]"
3280302,43,"[594, 119, 439, 878]"
3280302,44,"[594, 119, 439, 878]"
3280302,45,"[594, 119, 439, 878]"
3280302,46,"[594, 120, 440, 877]"
3280302,47,"[594, 120, 441, 877]"
3280302,48,"[595, 120, 441, 876]"
3280302,49,"[601, 120, 436, 876]"
3280302,50,"[608, 120, 430, 876]"
3280302,51,"[616, 120, 423, 876]"
3280302,52,"[625, 120, 414, 876]"
3280302,53,"[635, 121, 408, 874]"
3280302,54,"[645, 121, 407, 875]"
3280302,55,"[656, 121, 406, 874]"
3280302,56,"[661, 124, 413, 871]"
3280302,57,"[667, 127, 422, 867]"
3280302,58,"[677, 129, 429, 864]"
3280302,59,"[692, 133, 433, 860]"
3280302,60,"[706, 138, 440, 854]"
3280302,61,"[724, 143, 439, 848]"
3280302,62,"[742, 146, 440, 845]"
3280302,63,"[745, 150, 453, 841]"
3280302,64,"[745, 154, 467, 836]"
3280302,65,"[743, 158, 486, 832]"
3280302,66,"[741, 163, 490, 828]"
3280302,67,"[740, 168, 495, 825]"
3280302,68,"[740, 173, 497, 821]"
3280302,69,"[743, 176, 496, 819]"
3280302,70,"[746, 172, 493, 824]"
3280302,71,"[749, 168, 491, 831]"
3280302,72,"[751, 166, 486, 834]"
3280302,73,"[753, 164, 481, 838]"
3280302,74,"[757, 162, 474, 843]"
3280302,75,"[761, 159, 470, 848]"
3280302,76,"[766, 157, 461, 853]"
3280302,77,"[773, 153, 456, 861]"
3280302,78,"[782, 149, 447, 868]"
3280302,79,"[793, 146, 438, 876]"
3280302,80,"[804, 143, 435, 883]"
3280302,81,"[817, 140, 426, 891]"
3280302,82,"[831, 138, 428, 898]"
3280302,83,"[846, 136, 440, 907]"
3280302,84,"[863, 134, 453, 916]"
3280302,85,"[881, 133, 463, 923]"
3280302,86,"[899, 133, 471, 930]"
3280302,87,"[920, 134, 478, 937]"
3280302,88,"[940, 134, 488, 946]"
3280302,89,"[941, 134, 519, 946]"
3280302,90,"[946, 134, 548, 946]"
3280302,91,"[950, 135, 577, 945]"
3280302,92,"[954, 134, 608, 946]"
3280302,93,"[959, 134, 640, 946]"
3280302,94,"[964, 134, 676, 946]"
3280302,95,"[972, 132, 711, 948]"
3280302,96,"[980, 131, 747, 949]"
3280302,97,"[989, 129, 782, 951]"
3280302,98,"[992, 129, 825, 951]"
3280302,99,"[1008, 131, 852, 949]"
3280302,100,"[1021, 130, 881, 950]"
3280302,101,"[1033, 129, 887, 951]"
3280302,102,"[1046, 129, 874, 951]"
3280302,103,"[1063, 130, 857, 950]"
3280302,104,"[1079, 133, 841, 947]"
3280302,105,"[1099, 135, 821, 945]"
3280302,106,"[1118, 134, 802, 946]"
3280302,107,"[1138, 136, 782, 944]"
3280302,108,"[1160, 215, 760, 865]"
3280302,109,"[1183, 216, 737, 864]"
3280302,110,"[1210, 220, 710, 860]"
3280302,111,"[1236, 221, 684, 859]"
3280302,1123,"[535, 448, 872, 623]"
3280302,1124,"[536, 451, 872, 620]"
3280302,1125,"[536, 449, 873, 622]"
3280302,1126,"[537, 454, 872, 617]"
3280302,1127,"[537, 456, 873, 615]"
3280302,1128,"[538, 456, 872, 615]"
3280302,1129,"[538, 455, 873, 616]"
3280302,1130,"[539, 455, 872, 616]"
3280302,1131,"[540, 453, 872, 618]"
3280302,1132,"[541, 453, 871, 618]"
3280302,1133,"[541, 453, 871, 618]"
3280302,1134,"[541, 453, 871, 618]"
3280302,1135,"[541, 453, 871, 618]"
3280302,1136,"[541, 454, 871, 617]"
3280302,1137,"[540, 453, 872, 618]"
3280302,1138,"[540, 453, 871, 618]"
3280302,1139,"[539, 453, 872, 618]"
3280302,1140,"[539, 453, 871, 618]"
3280302,1141,"[538, 454, 872, 617]"
3280302,1142,"[538, 457, 872, 614]"
3280302,1143,"[537, 456, 872, 615]"
3280302,1144,"[537, 456, 872, 615]"
3280302,1145,"[537, 455, 872, 616]"
3280302,1146,"[537, 455, 872, 616]"
3280302,1147,"[536, 455, 873, 616]"
3280302,1148,"[536, 455, 872, 617]"
3280302,1149,"[535, 454, 873, 618]"
3280302,1150,"[532, 453, 876, 619]"
3280302,1151,"[529, 453, 879, 619]"
3280302,1152,"[525, 455, 883, 617]"
3280302,1153,"[521, 455, 888, 616]"
3280302,1154,"[514, 466, 896, 605]"
3280302,1155,"[507, 462, 903, 608]"
3280302,1156,"[498, 489, 913, 581]"
3280302,1157,"[488, 499, 924, 569]"
3280302,1158,"[480, 510, 932, 557]"
3280302,1159,"[471, 519, 941, 547]"
3280302,1160,"[463, 516, 949, 549]"
3280302,1161,"[457, 528, 956, 537]"
3280302,1162,"[452, 537, 961, 527]"
3280302,1163,"[449, 548, 964, 516]"
3280302,1164,"[445, 555, 968, 509]"
3280302,1165,"[442, 560, 970, 503]"
3280302,1166,"[440, 563, 970, 500]"
3280302,1167,"[438, 560, 969, 503]"
3280302,1168,"[437, 560, 968, 503]"
3280302,1169,"[438, 556, 964, 507]"
3280302,1170,"[440, 552, 961, 511]"
3280302,1171,"[444, 544, 956, 519]"
3280302,1172,"[448, 536, 952, 527]"
3280302,1173,"[454, 526, 947, 537]"
3280302,1174,"[462, 516, 941, 548]"
3280302,1175,"[470, 506, 934, 558]"
3280302,1176,"[478, 498, 928, 567]"
3280302,1177,"[488, 485, 920, 580]"
3280302,1178,"[497, 462, 912, 604]"
3280302,1179,"[505, 457, 907, 610]"
3280302,1180,"[513, 479, 901, 589]"
3280302,1181,"[522, 456, 897, 613]"
3280302,1182,"[530, 456, 892, 614]"
3280302,1183,"[537, 457, 889, 614]"
3280302,1184,"[545, 456, 885, 616]"
3280302,1185,"[552, 455, 882, 619]"
3280302,1186,"[559, 456, 878, 619]"
3280302,1187,"[566, 455, 874, 620]"
3280302,1188,"[570, 453, 871, 622]"
3280302,1189,"[574, 455, 867, 621]"
3280302,1190,"[576, 456, 864, 620]"
3280302,1191,"[576, 456, 862, 620]"
3280302,1192,"[576, 456, 861, 619]"
3280302,1193,"[574, 456, 861, 620]"
3280302,1194,"[570, 453, 864, 622]"
3280302,1195,"[567, 452, 865, 623]"
3280302,1196,"[564, 455, 867, 620]"
3280302,1197,"[560, 452, 870, 623]"
3280302,1198,"[555, 456, 875, 618]"
3280302,1199,"[552, 454, 879, 620]"
3280302,1200,"[549, 451, 883, 622]"
3280302,1201,"[546, 455, 888, 618]"
3280302,1202,"[544, 455, 892, 618]"
3280302,1203,"[543, 455, 895, 618]"
3280302,1204,"[543, 457, 898, 616]"
3280302,1205,"[543, 457, 900, 617]"
3280302,1206,"[545, 457, 899, 617]"
3280302,1207,"[547, 456, 899, 618]"
3280302,1208,"[549, 456, 899, 618]"
3280302,1209,"[552, 458, 898, 616]"
3280302,1210,"[554, 455, 897, 620]"
3280302,1211,"[557, 455, 895, 620]"
3280302,1212,"[559, 454, 894, 622]"
3280302,1213,"[562, 455, 891, 621]"
3280302,1214,"[563, 456, 890, 620]"
3280302,1215,"[565, 453, 887, 623]"
3280302,1216,"[566, 452, 886, 624]"
3280302,1217,"[567, 451, 884, 625]"
3280302,1218,"[567, 449, 883, 627]"
3280302,1219,"[567, 452, 882, 624]"
3280302,1220,"[567, 451, 881, 625]"
3280302,1221,"[566, 449, 881, 627]"
3280302,1222,"[565, 449, 881, 627]"
3280302,1223,"[563, 452, 882, 623]"
3280302,1224,"[562, 454, 882, 621]"
3280302,1225,"[561, 454, 882, 621]"
3280302,1226,"[560, 456, 883, 619]"
3280302,1227,"[560, 455, 883, 620]"
3280302,1228,"[560, 454, 883, 621]"
3280302,1229,"[560, 455, 883, 620]"
3280302,1230,"[560, 455, 884, 620]"
3280302,1231,"[561, 456, 884, 619]"
3280302,1232,"[561, 457, 884, 618]"
3280302,1233,"[562, 456, 883, 619]"
3280302,1234,"[562, 456, 883, 619]"
3280302,1235,"[562, 456, 883, 619]"
3280302,1236,"[561, 456, 884, 619]"
3280302,1237,"[561, 457, 883, 618]"
3280302,1238,"[561, 457, 883, 618]"
3280302,1239,"[560, 457, 883, 618]"
3280302,1240,"[560, 457, 883, 618]"
3280302,1241,"[560, 461, 883, 614]"
3280302,1242,"[560, 458, 883, 617]"
3280302,1243,"[561, 461, 882, 614]"
3280302,1244,"[561, 460, 882, 615]"
3280302,1245,"[561, 458, 883, 617]"
3280302,1246,"[561, 457, 883, 618]"
